day,request_time,order_distance,order_fare,pick_index,drop_index,order_time
28,66948,2253.0,8.5,263,229,635
26,71750,2253.0,7.5,163,236,460
24,67344,6437.0,15.0,231,143,893
18,69162,3347.0,15.0,186,229,1381
6,75021,2639.0,10.5,186,142,848
25,65171,2897.0,11.0,238,237,856
18,78565,1706.0,9.0,229,48,770
28,68045,1996.0,7.0,158,186,441
7,76301,5053.0,12.0,170,79,689
25,68885,2414.0,11.0,186,161,946
27,74000,14677.0,29.0,12,43,2002
7,71141,1336.0,7.0,142,230,496
12,70929,1384.0,6.5,163,142,439
5,71152,1609.0,7.5,164,246,569
10,64997,1561.0,8.5,161,100,691
7,72917,4072.0,16.0,236,170,1382
5,72466,2269.0,8.0,170,234,584
28,78704,2301.0,7.0,142,141,452
3,72211,1448.0,7.5,233,186,590
17,70771,2736.0,7.5,142,238,422
17,77813,1078.0,4.5,48,50,187
28,78814,3219.0,12.0,237,48,974
4,67174,1320.0,4.5,100,90,174
4,71888,2414.0,7.5,88,144,443
14,76504,2478.0,8.0,48,68,604
12,71682,3862.0,13.0,163,249,1105
25,75036,1690.0,6.0,237,161,372
7,66985,1770.0,7.5,158,107,524
11,66676,966.0,4.0,125,113,160
13,67964,483.0,5.0,237,162,344
5,68632,8626.0,20.5,236,246,1453
19,65902,2575.0,14.5,48,137,1394
7,66496,1674.0,7.0,163,48,495
11,78492,5601.0,14.0,231,68,953
24,71279,2736.0,7.5,246,90,486
25,71890,1127.0,5.5,234,164,295
17,65218,7081.0,23.0,170,166,2060
21,73826,12392.0,25.0,239,209,1517
12,67586,1609.0,7.0,211,231,503
26,68110,1159.0,5.0,234,170,277
21,77826,13197.0,30.0,148,24,2066
20,65946,3653.0,10.5,236,142,764
27,74492,1448.0,6.0,68,234,396
27,66875,2350.0,8.5,236,238,664
26,74821,2575.0,10.0,107,211,819
11,67435,2446.0,15.5,237,161,1552
26,70080,1287.0,6.0,234,249,401
6,70935,4104.0,12.5,114,68,996
26,72715,4345.0,10.5,163,43,613
6,71561,1352.0,6.0,234,113,404
3,79078,14162.0,27.0,68,243,1351
14,71005,1674.0,5.5,142,238,265
13,76314,2720.0,10.0,144,107,812
24,73435,5311.0,15.0,113,48,1172
5,73845,2414.0,7.5,161,186,530
6,68925,2414.0,8.0,143,246,515
19,71609,3541.0,14.0,230,158,1296
3,73204,2993.0,8.5,13,249,497
13,67914,1819.0,6.0,234,114,310
20,69100,2752.0,10.5,162,224,820
3,66895,2285.0,7.5,164,163,515
28,68223,644.0,5.0,164,170,294
6,72757,3138.0,9.5,43,100,689
12,69507,1770.0,6.5,229,237,410
3,74798,1770.0,7.0,236,162,406
19,72940,1287.0,7.5,230,186,588
27,78873,1448.0,6.0,161,141,383
20,77837,1287.0,6.5,114,113,444
18,70657,12231.0,25.5,87,238,1515
7,68369,1416.0,5.5,161,163,294
6,71515,3380.0,14.5,161,234,1360
20,68324,1046.0,8.0,186,230,683
13,66373,1786.0,10.0,186,164,856
27,76240,3911.0,11.0,164,125,842
5,68974,4281.0,13.0,239,162,1003
6,67935,6341.0,19.5,68,236,1776
11,67494,2527.0,9.0,166,74,673
19,77661,1448.0,5.5,233,141,292
6,73060,6421.0,18.0,239,234,1519
17,66326,5761.0,15.0,13,68,959
11,65110,3975.0,12.5,87,249,1021
3,77913,1465.0,5.0,137,162,191
5,76193,1609.0,7.5,229,163,532
18,76979,4667.0,15.5,163,224,1373
12,77572,2543.0,9.5,161,143,739
11,75047,3701.0,9.5,230,263,626
4,76470,3283.0,11.0,234,144,856
19,73236,2092.0,8.0,249,79,577
28,70460,7242.0,19.0,75,50,1263
28,68340,1851.0,7.0,113,4,485
28,76694,1432.0,5.5,186,170,325
28,70642,2060.0,8.5,170,68,653
25,67714,1287.0,6.5,170,229,459
20,74027,3508.0,11.0,231,234,833
14,70640,4329.0,13.0,143,263,1020
27,68330,4249.0,10.0,107,141,634
4,67445,1078.0,4.5,239,238,185
17,73575,6759.0,17.5,161,151,1331
6,65454,1609.0,7.5,113,144,569
12,65282,2575.0,12.5,246,163,1160
3,71695,1883.0,5.0,141,263,199
27,78514,4587.0,14.5,114,161,1208
11,67023,2736.0,9.0,234,211,657
18,71313,5890.0,13.5,158,87,783
13,69655,2414.0,10.0,163,141,787
17,69298,1513.0,7.0,170,68,524
11,78612,15450.0,31.0,231,116,1821
5,72606,1448.0,6.0,144,113,370
20,76498,1287.0,5.0,239,143,252
26,68530,1931.0,8.5,246,164,703
13,77694,5794.0,16.0,239,137,1313
24,68433,2897.0,9.5,48,141,652
4,75264,8900.0,17.5,261,170,835
12,75972,3541.0,9.0,140,238,522
6,71490,2414.0,8.0,162,237,541
12,66343,4329.0,17.0,170,246,1554
28,73398,5005.0,15.0,142,164,1204
18,69110,1127.0,5.0,211,114,266
14,65702,1996.0,7.0,239,238,483
25,67211,1320.0,6.0,234,170,364
19,68658,740.0,5.0,262,263,271
25,76020,1770.0,8.0,162,161,629
26,67973,1046.0,4.0,238,239,152
14,72378,2414.0,10.5,100,234,918
12,69408,2350.0,11.0,234,100,930
24,65856,966.0,4.5,170,164,220
21,75173,1706.0,7.5,43,142,537
27,70743,4023.0,20.0,234,246,1958
19,78319,2559.0,8.0,231,148,475
5,67471,1931.0,8.0,186,113,579
17,79185,1287.0,5.5,50,142,293
10,74977,1561.0,6.0,236,75,324
24,69167,7918.0,20.0,230,13,1416
18,67716,1127.0,7.0,237,163,566
11,67522,1609.0,5.5,141,263,294
14,72898,3235.0,11.5,68,170,980
6,68835,4345.0,14.0,170,79,1130
12,64910,3380.0,15.5,113,170,1493
24,73498,2253.0,7.0,163,100,490
12,71134,6244.0,20.0,48,224,1812
25,77070,2189.0,7.5,230,246,467
19,68535,2092.0,6.0,231,158,245
4,73561,3862.0,10.0,230,239,608
18,65840,2012.0,6.0,75,74,268
6,72231,4265.0,15.0,161,144,1358
28,68524,7371.0,16.5,88,246,969
11,74607,2157.0,7.5,141,161,531
27,74141,2527.0,7.5,237,236,453
7,65205,1191.0,8.5,170,164,695
19,74123,4007.0,12.0,170,158,912
28,69219,2350.0,9.0,90,79,713
19,70384,1770.0,6.0,238,75,273
28,74998,3943.0,8.5,170,263,445
5,70541,1336.0,5.0,143,238,272
13,67892,2623.0,9.5,114,68,759
14,69176,6598.0,18.5,234,262,1441
11,76042,1448.0,5.5,68,234,314
25,66000,4216.0,14.5,163,113,1212
11,78277,2028.0,7.5,230,246,534
17,69553,2527.0,7.5,143,239,479
3,65801,805.0,4.5,143,239,243
3,68731,1513.0,5.5,113,90,298
7,75818,2253.0,7.5,230,229,559
7,67274,4957.0,12.5,13,246,831
13,78846,950.0,5.0,79,234,263
27,70216,3541.0,12.5,114,13,1000
19,76949,3009.0,8.0,249,13,410
26,76286,2736.0,9.5,164,249,757
19,75894,3541.0,10.0,90,231,665
17,65713,4828.0,10.0,48,151,890
10,65693,3283.0,11.0,234,79,887
4,72133,5295.0,14.0,43,170,1124
21,66332,982.0,6.0,237,229,432
13,65673,1625.0,7.0,100,163,491
18,68046,2092.0,8.0,229,141,552
3,68168,1529.0,5.0,237,236,212
17,67105,2414.0,7.0,231,249,399
26,72459,1448.0,8.0,186,246,624
7,72658,2511.0,8.0,236,238,504
27,77106,2897.0,8.5,162,234,564
27,71107,3879.0,13.0,144,68,1100
11,71169,2639.0,8.5,87,125,560
7,65704,5955.0,16.5,68,261,1228
19,73492,8320.0,22.5,186,263,1825
27,71926,2253.0,8.0,163,143,487
20,74299,3412.0,9.5,24,263,591
25,72923,8079.0,16.0,13,224,694
7,68351,2784.0,10.5,246,186,851
28,75888,2800.0,10.5,163,48,851
20,68206,3042.0,9.0,229,263,630
25,69040,7982.0,16.5,237,232,788
26,75579,5198.0,12.5,163,166,778
10,65913,2173.0,7.5,164,90,528
10,71682,4989.0,15.5,263,236,1322
3,73665,644.0,4.5,48,230,255
18,74534,4554.0,13.0,113,237,1004
17,71895,2012.0,6.5,211,79,311
6,75255,3219.0,10.5,234,125,751
19,72072,2205.0,10.0,163,50,896
27,66414,2285.0,8.0,164,114,555
14,67240,1609.0,7.5,137,170,569
18,78602,1722.0,7.5,237,230,558
17,73085,837.0,5.0,158,68,262
26,77138,435.0,-4.0,143,239,162
25,72745,3009.0,9.5,263,239,660
20,72201,1674.0,7.0,79,234,541
14,78267,4667.0,11.5,137,263,754
17,70126,1561.0,6.5,231,13,427
28,64947,2317.0,10.5,42,116,896
28,76757,2897.0,9.5,262,238,707
28,65310,5069.0,18.5,230,79,1703
26,75484,1175.0,6.5,79,232,415
17,70707,4764.0,11.5,229,238,769
17,69845,837.0,5.5,263,236,475
24,68255,2092.0,7.5,170,113,505
17,72308,4023.0,11.5,230,238,778
19,74444,901.0,6.0,234,186,410
12,79156,2945.0,9.5,142,164,710
25,72881,1400.0,6.5,107,90,404
13,70611,2269.0,8.5,151,143,607
12,70744,1448.0,7.5,162,170,568
25,67682,1513.0,9.0,170,229,721
3,73724,1931.0,7.0,79,148,420
12,64883,966.0,8.0,162,237,660
27,75393,1400.0,5.5,43,142,268
14,65115,3058.0,10.0,237,238,701
25,76360,3219.0,13.0,162,246,1192
14,69528,3927.0,13.5,141,234,1147
27,71202,4072.0,15.0,249,170,1356
7,66357,2736.0,7.5,100,249,468
25,66416,676.0,3.5,262,263,136
25,69069,1078.0,4.5,237,236,179
4,69501,2736.0,8.5,161,141,555
13,72414,3058.0,10.0,229,164,809
6,67020,1770.0,10.5,230,161,933
11,72289,1239.0,4.0,239,238,112
26,65042,5520.0,18.5,261,186,1576
21,71369,1287.0,7.0,230,237,534
19,78953,1931.0,7.5,107,113,505
7,70376,2897.0,12.5,230,68,1087
24,77150,1561.0,6.5,90,186,398
19,65635,1963.0,7.5,164,79,540
24,77925,6116.0,15.0,144,48,1189
14,79060,2092.0,8.0,231,113,552
21,66436,2655.0,7.5,239,24,412
28,76352,4168.0,10.5,79,233,723
3,74833,1384.0,6.0,209,144,363
26,77867,3219.0,10.0,237,234,737
11,68136,1159.0,5.0,249,234,244
4,66048,2849.0,9.0,100,107,691
26,78782,1931.0,6.5,75,238,334
12,75224,2720.0,8.0,164,114,513
27,72834,1609.0,7.5,90,125,551
18,72255,1609.0,5.5,125,90,275
18,72177,3026.0,11.0,161,141,876
18,78426,2575.0,8.0,114,137,562
11,76157,3251.0,11.0,107,45,839
7,66409,2060.0,7.5,263,238,488
6,67594,483.0,3.5,186,90,109
25,72513,644.0,4.0,144,148,182
28,77059,1642.0,6.5,186,249,403
18,65133,3170.0,11.0,143,238,885
19,69347,4667.0,12.5,237,238,955
6,64910,644.0,4.5,161,162,219
12,68023,1931.0,9.0,162,107,671
4,68498,2060.0,7.0,236,151,436
13,69610,2414.0,12.0,237,164,1045
13,72868,4957.0,14.5,164,209,1197
28,78079,4281.0,12.5,246,230,893
7,79048,1223.0,5.0,246,50,256
12,67497,1175.0,7.0,234,170,550
26,66595,1609.0,7.5,234,79,520
18,69142,2189.0,7.5,142,238,512
28,68998,3347.0,12.0,100,113,1003
27,66407,2414.0,15.0,107,100,1471
5,64888,1577.0,6.5,90,158,455
5,77275,3106.0,9.5,48,234,653
5,75458,1609.0,6.5,90,186,356
6,73421,1722.0,6.5,107,170,437
3,74872,4490.0,12.0,236,41,816
27,74031,1931.0,7.0,161,229,478
25,76452,4490.0,12.0,68,239,868
4,75062,4184.0,11.0,158,50,700
10,67720,3219.0,12.0,143,186,1027
25,72290,2446.0,8.0,90,161,538
27,75128,1287.0,5.0,237,142,257
10,74403,1416.0,5.0,166,151,234
24,74695,4506.0,13.0,211,161,961
20,74172,1609.0,6.0,142,163,281
25,73420,2398.0,7.5,161,237,459
5,72803,2092.0,6.5,186,68,393
5,69716,3701.0,9.5,236,74,554
10,75770,10332.0,22.0,43,232,1390
26,72006,2414.0,10.5,161,107,896
25,65614,2189.0,8.5,163,237,626
28,70241,3299.0,12.5,79,68,1063
24,65422,2768.0,11.0,211,234,874
12,72122,2253.0,9.5,142,186,790
18,71265,3380.0,11.0,239,236,825
25,72500,2140.0,9.0,170,229,746
14,74683,1674.0,7.0,79,170,506
5,79053,2012.0,8.5,163,229,864
13,76451,1159.0,5.5,238,239,320
10,65457,1754.0,6.5,164,229,434
4,74521,2494.0,8.5,162,186,615
7,66594,2092.0,7.5,100,229,474
3,77810,3669.0,10.0,162,142,692
17,68386,6067.0,14.0,87,79,834
7,65906,2269.0,10.0,152,74,817
27,73443,1384.0,7.5,113,211,618
5,77091,7725.0,17.5,230,13,1169
5,74710,4667.0,12.5,148,186,971
20,70714,4023.0,12.0,162,211,937
19,68098,1481.0,6.5,234,79,389
5,72032,4828.0,15.5,151,141,1263
24,70762,885.0,4.0,230,100,176
25,79187,11169.0,24.0,231,141,1470
18,66896,756.0,7.0,230,161,585
26,66003,3219.0,11.0,246,114,863
5,70717,6759.0,17.0,237,246,1215
26,72019,1513.0,10.0,229,230,883
14,77315,3219.0,10.0,236,229,664
21,75594,3701.0,10.5,142,140,722
26,75540,4249.0,15.5,90,148,1438
4,74854,4989.0,12.0,261,186,845
11,67884,4973.0,17.5,230,263,1603
26,67613,6920.0,18.5,237,166,1524
3,67693,1561.0,5.0,238,151,261
24,74401,1287.0,6.5,164,186,456
19,78274,1722.0,8.5,230,162,744
18,70337,4007.0,12.0,100,43,934
19,71052,805.0,4.5,238,239,211
18,73182,3380.0,10.0,162,236,723
13,72720,3042.0,10.0,186,107,750
5,69469,5407.0,14.5,79,237,1100
11,70211,3830.0,12.0,239,43,872
12,67883,5198.0,12.0,87,148,664
27,67305,2092.0,9.0,234,4,664
25,70237,2350.0,8.0,239,262,521
3,77524,1416.0,4.5,48,246,227
13,74078,2092.0,9.0,137,164,741
7,70509,1287.0,6.0,107,170,343
18,74515,10139.0,19.5,13,233,839
14,74879,1609.0,6.5,237,140,419
13,69175,4023.0,12.0,100,79,1018
21,78883,3991.0,9.5,142,236,511
26,65649,2173.0,12.0,163,100,1141
4,72879,1802.0,6.5,237,161,389
3,76874,1062.0,4.5,142,163,237
14,68105,1432.0,11.0,170,186,1001
4,77888,3170.0,9.5,68,164,668
28,72100,2736.0,8.5,230,239,563
18,68315,2253.0,10.0,234,161,863
13,76968,1127.0,6.5,164,170,460
21,78328,1078.0,6.5,107,186,486
14,67687,1786.0,5.0,140,263,173
13,66057,1352.0,5.0,148,45,232
11,74162,1577.0,5.5,164,161,340
13,76672,1770.0,6.0,263,140,340
18,74789,1931.0,7.0,237,236,403
12,66004,1609.0,6.0,142,143,383
17,66512,2752.0,11.5,224,164,967
24,75862,5246.0,17.0,158,233,1463
13,70587,3380.0,10.0,161,143,754
12,68639,3701.0,14.5,249,230,1288
25,77540,2881.0,8.5,170,237,564
17,65061,2414.0,11.0,162,141,963
26,74774,9543.0,23.5,230,261,1719
17,64827,1127.0,5.5,230,186,350
25,67509,2285.0,8.5,263,239,635
18,77570,3380.0,9.5,48,158,601
3,73267,5633.0,13.0,161,125,916
19,70993,1159.0,5.0,151,238,309
12,77616,1722.0,7.5,230,162,537
20,69730,3058.0,11.0,161,143,806
7,68497,5279.0,19.0,163,114,1816
20,69158,3541.0,11.5,151,142,832
14,74997,8401.0,22.0,74,48,1945
11,77614,1609.0,6.0,238,24,283
11,79162,6630.0,16.5,164,151,1167
3,75788,724.0,4.0,239,238,199
4,73058,8900.0,19.5,231,239,1163
3,69569,1931.0,7.5,141,236,538
3,67889,1609.0,9.5,237,161,826
4,67767,966.0,7.5,237,163,588
13,75708,1465.0,5.5,114,234,297
13,66523,2511.0,8.0,42,74,564
20,76927,2253.0,8.0,114,234,572
5,70772,837.0,4.5,238,239,228
10,73335,2736.0,8.0,43,143,457
13,73294,1159.0,7.5,186,100,596
21,79109,6824.0,15.5,230,166,1079
5,78262,1448.0,7.0,163,237,448
26,78062,2575.0,8.0,263,140,453
20,67962,4345.0,12.0,142,166,966
27,68214,1770.0,8.0,107,161,588
21,69833,2414.0,8.5,43,263,558
26,69541,1609.0,7.0,142,239,495
6,74646,1593.0,8.0,164,161,639
12,67799,1609.0,7.0,142,239,517
18,76474,2913.0,9.0,75,166,612
7,69716,2913.0,8.5,263,74,520
7,64978,3122.0,11.0,246,249,901
3,75751,1851.0,7.5,163,100,505
3,75393,6598.0,17.5,113,143,1367
19,75155,7323.0,18.0,163,231,1190
5,73343,2575.0,8.5,75,151,564
25,67088,805.0,4.5,239,143,253
24,79146,3653.0,10.5,158,164,758
12,65229,933.0,4.5,239,142,230
21,70193,4796.0,15.0,137,141,1258
26,65119,1448.0,6.0,151,75,319
17,73435,3862.0,11.0,161,140,801
12,77515,9334.0,21.0,161,87,1330
19,79198,1625.0,7.0,230,161,546
25,74669,1609.0,6.5,79,4,420
13,77180,724.0,5.5,43,48,357
19,64911,7596.0,16.5,140,79,876
21,66494,2092.0,6.5,48,239,376
17,76506,2655.0,9.0,79,231,670
19,75912,1094.0,4.0,140,262,118
14,72707,2414.0,13.0,186,230,1190
20,77386,2414.0,11.0,90,230,983
4,75854,9930.0,23.5,263,79,1708
25,69379,966.0,4.5,162,141,211
6,77460,1239.0,6.0,162,233,365
14,79022,2736.0,9.0,161,140,630
5,69457,2575.0,8.0,13,114,475
18,65619,2865.0,14.5,48,90,1274
3,75657,4506.0,12.0,234,141,886
3,65342,982.0,4.0,140,262,148
13,75047,1320.0,5.5,113,125,318
28,72140,1481.0,7.0,90,186,483
25,66352,3862.0,12.5,100,239,997
24,65103,7210.0,21.0,261,164,1776
11,74284,5633.0,16.5,236,50,1384
4,76840,1448.0,5.5,100,163,277
11,68765,1625.0,7.0,186,48,649
12,73736,6083.0,14.0,246,13,814
12,71672,6470.0,15.0,141,24,1054
28,72232,1271.0,5.0,233,162,237
6,78531,3862.0,10.0,162,262,682
13,78943,15933.0,34.5,234,243,2481
11,78113,7773.0,19.5,161,45,1300
7,71165,3412.0,10.0,230,141,683
14,75598,1770.0,7.0,151,41,472
11,69763,4329.0,10.5,262,162,724
11,70444,2961.0,9.5,211,158,615
28,67945,1706.0,5.5,151,239,195
13,75197,2881.0,8.5,48,68,533
19,71389,2784.0,7.0,263,74,329
5,68980,3283.0,10.0,43,237,685
21,79069,3846.0,9.5,151,116,542
12,76093,3203.0,12.0,142,186,1024
13,77369,6116.0,16.5,186,238,1211
12,79036,1609.0,7.5,237,163,546
7,65973,1609.0,6.0,237,236,340
19,75591,4039.0,12.0,90,48,974
11,69752,2366.0,9.0,161,236,693
20,67097,5472.0,13.0,142,41,884
21,69824,322.0,3.0,166,24,104
4,65118,7017.0,16.0,151,244,980
3,76843,4184.0,12.0,48,158,854
28,70843,2768.0,10.0,41,74,817
5,67172,1352.0,12.0,162,230,1185
3,75987,2012.0,7.0,107,113,444
3,69587,4200.0,11.0,229,239,678
13,73835,2575.0,11.5,170,68,984
11,78455,7564.0,19.5,234,151,1594
17,78123,3058.0,7.0,229,236,320
28,71882,10944.0,26.5,236,45,2141
3,72212,6437.0,17.5,137,238,1294
7,78739,1931.0,7.5,158,90,600
6,66013,1255.0,8.5,161,229,775
11,72754,3058.0,10.0,162,142,771
26,70049,3219.0,10.5,79,234,793
5,75426,322.0,3.0,113,79,68
27,69587,1786.0,8.0,90,158,626
20,68301,3959.0,10.5,261,158,766
10,77288,2961.0,8.0,162,141,491
24,70976,1287.0,5.5,142,237,293
26,75026,2269.0,6.5,75,236,301
19,76665,2140.0,7.0,211,261,446
14,71146,1287.0,5.0,170,107,295
26,70322,3766.0,12.5,107,45,1059
25,65170,1770.0,6.0,237,141,353
7,64807,7886.0,24.0,48,87,1996
4,69056,2527.0,7.0,48,143,471
17,76483,4619.0,10.0,142,236,533
11,74117,1770.0,6.5,142,237,376
13,66438,2253.0,9.0,237,142,704
21,65296,2945.0,12.0,141,233,994
19,71982,6888.0,18.5,166,230,1418
3,75082,1448.0,6.0,140,237,368
19,66308,1931.0,6.5,237,236,352
12,78707,1738.0,7.0,164,107,495
28,70451,4715.0,15.0,161,79,1246
21,70394,1287.0,6.5,144,232,388
11,74658,1545.0,5.0,164,186,274
14,73290,5955.0,17.5,142,224,1569
28,77549,2253.0,7.5,239,238,440
28,68062,4538.0,15.5,158,13,1259
6,75329,1963.0,7.0,142,237,458
27,73279,805.0,5.0,170,164,321
27,66677,1625.0,7.5,163,229,573
7,76954,1835.0,5.5,237,75,252
4,78956,4265.0,11.0,142,263,696
6,71790,5005.0,11.5,170,262,761
19,65449,1223.0,7.5,230,162,616
17,71395,1642.0,6.0,107,234,424
24,65237,3187.0,10.0,246,249,747
14,70327,1046.0,5.0,163,142,297
3,68366,11104.0,22.0,13,229,1134
28,77786,1127.0,4.5,151,239,175
5,75130,7162.0,18.5,144,237,1432
3,70521,2140.0,6.0,75,74,262
13,75425,1931.0,8.0,236,140,516
25,68852,885.0,4.5,161,164,245
18,73547,4088.0,9.5,87,4,442
6,72700,12167.0,27.0,238,211,1851
18,79022,1802.0,7.0,186,107,507
28,68526,2897.0,14.0,142,230,1278
6,68010,2800.0,9.0,79,90,613
24,73102,2414.0,7.0,68,158,425
3,66049,2092.0,9.0,230,164,753
12,69770,3219.0,9.0,161,141,623
19,68121,4442.0,13.0,87,125,901
26,66192,2607.0,7.0,238,166,414
7,76370,1513.0,7.5,100,246,533
7,65881,9012.0,25.5,75,114,2293
21,65844,1448.0,8.0,163,50,671
6,72491,2655.0,11.5,163,170,1016
19,76056,2044.0,8.0,161,237,597
13,68381,2189.0,7.0,158,113,474
18,72523,1931.0,6.0,236,239,315
6,75901,3701.0,13.5,249,170,1194
18,65656,9463.0,24.0,230,13,1809
21,70071,2607.0,8.0,75,43,602
21,67639,5568.0,15.5,13,68,1297
26,66756,1223.0,6.0,41,74,384
17,70253,1432.0,5.5,79,107,327
20,70557,4989.0,17.0,141,186,1533
27,78013,1432.0,6.0,237,161,367
18,69001,3701.0,11.5,48,158,947
10,67741,8658.0,19.5,148,43,1287
4,71025,5295.0,14.5,79,163,1188
5,76597,11426.0,21.5,68,244,1000
25,66366,1127.0,6.5,186,107,423
25,65090,3009.0,9.5,229,263,673
28,66013,9592.0,22.5,68,75,1526
13,74233,4989.0,12.5,237,74,781
6,76554,4699.0,12.0,229,238,734
19,69694,644.0,4.5,13,231,224
11,74770,4377.0,13.5,100,144,1185
4,64824,789.0,4.0,249,113,216
6,71098,3541.0,12.0,162,68,942
13,74412,1191.0,6.0,230,161,404
26,73872,3154.0,10.5,107,48,820
12,67230,2398.0,11.5,162,43,962
14,78042,1996.0,7.0,170,186,556
4,71231,2575.0,8.5,186,142,521
20,71461,1770.0,8.0,246,249,606
11,66442,950.0,6.5,141,236,505
4,67731,2414.0,8.0,161,107,548
7,78771,3074.0,12.0,161,48,985
18,74741,1078.0,5.0,233,161,327
19,70262,1287.0,4.5,43,238,144
20,65811,2253.0,15.5,161,186,1515
24,71757,1127.0,5.0,48,142,263
10,73205,2092.0,6.0,137,229,296
24,74966,5134.0,12.5,161,239,813
13,76223,6244.0,18.5,263,234,1704
12,73418,1336.0,6.5,144,79,491
20,69429,5069.0,15.0,107,140,1165
27,74759,2076.0,8.0,170,48,634
13,65646,1770.0,10.5,140,237,925
6,67719,3219.0,10.0,162,236,750
13,65762,3460.0,12.0,233,113,1009
4,67840,4667.0,11.5,239,68,708
13,77364,9334.0,20.0,231,229,1236
14,66512,3380.0,10.0,211,68,726
6,75794,2816.0,9.5,238,143,661
17,73165,2849.0,10.5,113,186,875
20,68166,2478.0,7.5,163,239,500
24,69295,3187.0,11.0,162,142,794
10,78583,4184.0,12.0,238,229,838
14,66998,4297.0,14.0,113,162,1174
12,65728,2317.0,8.5,24,239,555
18,66113,3798.0,19.0,239,230,1826
11,65656,1931.0,8.0,158,234,614
11,76458,1609.0,6.0,239,236,298
3,70974,2253.0,7.0,68,170,446
20,69207,1722.0,8.5,229,230,716
3,69082,1127.0,5.5,186,249,384
10,78886,7403.0,18.0,48,144,1126
13,72974,4844.0,16.0,186,237,1349
7,69665,1947.0,8.5,113,107,674
27,65420,1786.0,14.5,161,100,1423
3,65702,1609.0,6.5,234,170,402
28,70790,1255.0,4.5,79,107,170
11,78055,3605.0,13.5,164,142,1076
14,68520,4216.0,10.0,50,238,414
13,75288,2736.0,10.5,161,246,860
4,76364,1448.0,5.0,170,229,205
24,69402,4410.0,12.5,161,239,936
12,67640,1609.0,10.0,161,170,864
13,67466,3170.0,11.5,230,234,972
28,79040,3058.0,12.5,249,186,1144
14,69375,5102.0,15.5,234,236,1297
27,75923,3605.0,10.0,43,48,653
6,77917,4361.0,15.0,164,4,1252
17,70563,2253.0,7.0,170,141,435
13,75822,1432.0,7.5,148,79,598
3,78301,3701.0,10.5,41,116,683
3,79119,2414.0,6.5,143,238,344
14,75066,1416.0,9.0,161,186,770
11,66842,2414.0,10.0,43,229,786
26,76376,1609.0,5.5,142,237,308
12,70020,3862.0,13.5,237,48,1137
28,70210,4345.0,16.5,231,107,1408
13,70237,4345.0,14.0,170,236,1116
27,69912,1127.0,5.0,163,162,320
28,69412,1255.0,6.5,90,100,425
27,69063,1287.0,5.5,88,261,311
5,71101,3701.0,10.0,148,261,648
12,77625,1609.0,6.5,114,148,421
17,76863,7725.0,19.0,163,42,1308
12,73751,5955.0,16.0,161,144,1361
21,67168,998.0,6.5,90,68,461
24,73512,3299.0,9.5,162,236,601
17,76117,1770.0,7.0,234,68,505
24,71026,1979.0,7.5,90,158,546
6,73603,6051.0,16.0,211,50,1284
27,77122,966.0,5.0,107,170,296
6,75907,2993.0,8.5,170,90,536
4,67774,1287.0,6.5,107,90,493
24,72387,4056.0,12.0,48,114,1020
13,76759,1384.0,5.5,142,239,320
27,78110,3895.0,11.0,236,230,787
25,76346,3396.0,13.5,50,229,1237
14,64847,1448.0,7.5,230,162,599
7,68810,3862.0,9.5,233,236,583
13,76933,2655.0,10.0,48,229,862
10,69933,1609.0,6.5,234,113,451
18,72061,1561.0,4.5,137,229,161
11,73229,6759.0,17.0,45,237,1299
13,77934,1287.0,7.5,45,148,575
18,77051,2253.0,9.0,100,170,711
24,76440,1127.0,5.0,236,237,264
25,65767,3251.0,10.5,48,239,784
17,65616,2607.0,17.5,141,230,1787
14,69939,2414.0,8.5,230,142,607
7,67831,2816.0,9.5,162,79,738
5,65821,3412.0,10.5,170,249,802
13,68078,2092.0,11.5,229,142,1050
26,69682,13470.0,28.0,88,236,1595
7,65973,1770.0,8.5,238,142,648
18,68625,1835.0,7.0,239,151,413
13,71533,2575.0,9.0,161,234,716
25,71653,5601.0,13.0,230,166,861
11,70426,2688.0,8.0,144,234,548
26,70173,805.0,6.0,230,163,405
7,73985,2736.0,16.5,161,100,1632
14,65747,1931.0,6.5,162,137,387
17,78777,3492.0,8.0,233,236,353
5,69380,2462.0,8.0,137,4,525
21,70678,805.0,4.5,234,164,218
12,64904,2060.0,6.5,140,229,362
19,77185,402.0,8.0,162,170,701
7,69217,2044.0,7.5,79,234,532
11,72859,2060.0,7.5,237,236,524
6,65456,6437.0,18.0,234,239,1593
3,72007,966.0,4.0,141,140,97
6,75825,1062.0,5.5,100,246,311
6,68710,3524.0,10.5,142,43,694
24,72016,9157.0,23.0,249,74,1701
20,69807,5263.0,15.5,125,50,1265
18,67931,2398.0,15.0,163,230,1460
28,78066,3219.0,8.0,162,263,433
28,68939,2478.0,11.5,246,161,967
12,72433,4731.0,14.0,161,239,1125
27,65060,1287.0,6.0,239,238,349
17,65156,1448.0,5.0,43,237,259
27,78925,3927.0,11.0,230,158,810
28,78174,1931.0,7.0,140,229,403
19,70204,2173.0,9.5,90,48,794
21,69757,2494.0,7.5,74,263,481
26,66380,1561.0,7.0,234,90,495
13,76948,4828.0,17.0,229,239,1442
11,64956,1287.0,6.0,79,113,365
14,76163,2334.0,10.5,158,125,910
13,78689,1915.0,7.5,79,4,664
6,77764,3895.0,11.0,48,234,813
